Song,Performer
A Million To One,"['Jimmy Charles and The Revelletts' 'Five Stairsteps & Cubie'
 'Brian Hyland']"
A Million To One/Young Love,['Donny Osmond']
A Minute Of Your Time,['Tom Jones']
A Miracle,['Frankie Avalon']
A Moment Like This,['Kelly Clarkson']
A Mother For My Children,['The Whispers']
A Mover La Colita,['Artie The 1 Man Party']
A Must To Avoid,"[""Herman's Hermits""]"
A Natural Man,['Lou Rawls']
A Natural Woman (You Make Me Feel Like),['Aretha Franklin']
A New Day Has Come,['Celine Dion']
A Night To Remember,['Joe Diffie' 'Shalamar']
A Nightmare On My Street,['D.J. Jazzy Jeff & The Fresh Prince']
A Part Of Me,['Jimmy Clanton']
A Part Of You,['Brenda & The Tabulations']
A Passion Play (Edit #8),['Jethro Tull']
A Penny For Your Thoughts,['Tavares']
A Perfect Love,['Frankie Avalon']
A Piece Of Paper,['Gladstone']
A Place In The Sun,['Stevie Wonder' 'Pablo Cruise']
A Prayer And A Juke Box,['Little Anthony And The Imperials']
A Promise I Make,['Dakota Moon']
A Public Affair,['Jessica Simpson']
A Question Of Temperature,['The Balloon Farm']
A Quiet Place,['Garnet Mimms & The Enchanters']
A Ray Of Hope,['The Rascals']
A Real Fine Place To Start,['Sara Evans']
A Real Mother For Ya,['Johnny Guitar Watson']
A Rock 'N' Roll Fantasy,['The Kinks']
A Rockin' Good Way (To Mess Around And Fall In Love),['Dinah Washington & Brook Benton']
A Rose By Any Other Name,['Teena Marie Featuring Gerald Levert']
A Rose Is Still A Rose,['Aretha Franklin']
A Satisfied Mind,['Bobby Hebb']
A Scottish Soldier (Green Hills of Tyrol),['Andy Stewart']
A Shot In The Dark,['Henry Mancini And His Orchestra']
A Shoulder To Cry On,['Tommy Page']
A Sign Of The Times,['Petula Clark']
A Simple Game,['Four Tops']
A Simple Man,['Lobo']
A Sky Full Of Stars,['Coldplay']
"A Smile Like Yours (From ""A Smile Like Yours"")",['Natalie Cole']
A Song For Mama,['Boyz II Men']
A Song For You,['Andy Williams']
A Song I'd Like To Sing,['Kris Kristofferson & Rita Coolidge']
A Song Of Joy (Himno A La Alegria),['Miguel Rios']
A Song That Never Comes,['Mama Cass Elliot']
A Star Is Born (A Love Has Died),['Mark Dinning']
A Steel Guitar And A Glass Of Wine,['Paul Anka']
A Stranger In Your Town,['The Shacklefords']
A String Of Trumpets,['The Trumpeteers']
A Summer Song,['Chad & Jeremy']
A Sunday Kind Of Love,['Jan & Dean' 'Lenny Welch']
A Sweet Woman Like You,['Joe Tex']
A Swingin' Safari,['Billy Vaughn And His Orchestra']
A Symphony For Susan,['The Arbors']
A Taste Of Honey,"['Martin Denny and His Orchestra' 'The Victor Feldman Quartet'
 'Tony Bennett']"
A Tear,['Gene McDaniels']
A Tear Fell,['Ray Charles']
A Teenager Feels It Too,['Denny Reed']
A Teenager In Love,['Dion & The Belmonts']
A Texan And A Girl From Mexico,['Anita Bryant']
"A Thin Line Between Love & Hate (From ""A Thin Line..."")",['H-Town']
A Thing Of The Past,['The Shirelles']
A Thousand Bad Times,['Post Malone']
A Thousand Miles,['Vanessa Carlton']
A Thousand Miles Away,['The Heartbeats']
A Thousand Shadows,['The Seeds']
A Thousand Stars,['Kathy Young With The Innocents']
A Thousand Years,['Christina Perri' 'Sawyer Fredericks']
A Thousand Years (Part 2),['Christina Perri Featuring Steve Kazee']
A Time To Love-A Time To Cry (Petite Fleur),['Lou Johnson']
A Touch Of Pink,['Jerry Wallace']
A Tribute To A King,['William Bell']
A Trick Of The Night,['Bananarama']
A Very Special Love Song,['Charlie Rich']
A View To A Kill,['Duran Duran']
A Voice In The Choir,['Al Martino']
A Walk In The Black Forest,['Horst Jankowski']
A Walkin' Miracle,['The Essex Featuring Anita Humes']
A Well Respected Man,['The Kinks']
A Whiter Shade Of Pale,['Procol Harum' 'The Hesitations']
A Whole New World (Aladdin's Theme),['Peabo Bryson & Regina Belle']
A Woman Can Change A Man,['Joe Tex']
A Woman In Love (It's Not Me),['Tom Petty And The Heartbreakers']
A Woman Like You,['Lee Brice']
A Woman Needs Love (Just Like You Do),['Ray Parker Jr. & Raydio']
A Woman's Hands,['Joe Tex']
A Woman's Love,['Alan Jackson' 'Carla Thomas']
A Woman's Worth,['Alicia Keys']
"A Woman, A Lover, A Friend",['Jackie Wilson']
A Womans' Way,['Rozetta Johnson']
A Wonder Like You,['Rick Nelson']
A Wonderful Dream,['The Majors']
A Word In Spanish,['Elton John']
A Working Man's Prayer,['Arthur Prysock']
A World Of Our Own,['The Seekers']
A World Without Heroes,['KISS']
A World Without Love,['Peter And Gordon' 'Bobby Rydell']
A World Without Music,['Archie Bell & The Drells']
A Worried Man,['The Kingston Trio']
A Year Ago Tonight,['The Crests']
A Year Without Rain,['Selena Gomez & The Scene']
A Young Girl,['Noel Harrison']
A$AP Forever,['A$AP Rocky Featuring Moby']
A-YO,['Lady Gaga']
A.D.I.D.A.S.,['Killer Mike Featuring Big Boi']
A.M.,['One Direction']
ABC,['Jackson 5' 'Glee Cast']
ABC-123,['Levert']
AM To PM,['Christina Milian']
ANNIE's SONG,['John Denver']
ASAP,['T.I.']
ASMR,['21 Savage']
ATLiens,['OutKast']
ATM,['J. Cole']
Aaron's Party (Come Get It),['Aaron Carter']
Abacab,['Genesis']
Abadabadango,['Kim Carnes']
Abergavenny,['Shannon']
Abigail Beecher,['Freddy Cannon']
Abilene,['George Hamilton IV']
About The Money,['T.I. Featuring Young Thug']
About This Thing Called Love,['Fabian']
About Us,['Brooke Hogan Featuring Paul Wall']
About You,['Trey Songz']
About You Now,['Miranda Cosgrove']
Above The Stars,['Mr. Acker Bilk']
Abra-Ca-Dabra,['The De Franco Family']
Abracadabra,['The Steve Miller Band']
"Abraham, Martin And John",['Dion' 'Smokey Robinson & The Miracles' 'Moms Mabley']
Absence Of The Heart,['Deana Carter']
Absolute,['The Fray']
Absolute Beginners,['David Bowie']
Absolutely (Story Of A Girl),['Nine Days']
Absolutely Right,['Five Man Electrical Band']
Abyssinia Jones,['Edwin Starr']
Acapella,['Karmin']
Accidental Racist,['Brad Paisley Featuring LL Cool J']
Accidentally In Love,['Counting Crows']
According To You,['Orianthi']
Ace Of Spade,['O.V. Wright']
Achy Breaky 2,['Buck 22 Featuring Billy Ray Cyrus']
Achy Breaky Heart,['Billy Ray Cyrus']
Acquainted,['The Weeknd']
Across 110th Street,['Bobby Womack & Peace']
Across The Miles,['Survivor']
Across The River,['Bruce Hornsby & The Range']
Across The Street,"[""Lenny O'Henry""]"
Across The Universe,['Various Artists']
Act A Fool,['Ludacris']
Act Naturally,['The Beatles']
Act Right,['Yo Gotti Featuring Jeezy & YG']
Act Up,['City Girls']
Action,"['Terror Fabulous Featuring Nadine Sutherland' 'Sweet' 'Freddy Cannon'
 'Evelyn ""Champagne"" King']"
Action Speaks Louder Than Words,['Chocolate Milk']
Adam And Eve,['Paul Anka']
Add Some Music To Your Day,['The Beach Boys']
Addams Family (Whoomp!),['Tag Team']
Addams Groove,['M.C. Hammer']
Addicted,['Simple Plan' 'Saving Abel']
Addicted To Love,['Robert Palmer']
Addictive,['Truth Hurts Featuring Rakim']
"Adeste Fideles (Oh, Come, All Ye Faithful)",['Bing Crosby']
Adia,['Sarah McLachlan']
Adicto,"['Tainy, Anuel AA & Ozuna']"
Adios Amigo,['Jim Reeves']
Adore,['Cashmere Cat Featuring Ariana Grande']
Adore You,['Harry Styles' 'Miley Cyrus']
Adorn,['Miguel']
Adrenalina,['Wisin Featuring Jennifer Lopez & Ricky Martin']
Adrienne,['Tommy James']
Adult Education,['Daryl Hall John Oates']
Adventure Of A Lifetime,['Coldplay']
Advice For The Young At Heart,['Tears For Fears']
Aerials,['System Of A Down']
Affair Of The Heart,['Rick Springfield']
Afire Love,['Ed Sheeran']
Afraid To Sleep,['Vicci Martinez']
Africa,['Toto' 'Weezer']
African Waltz,['Cannonball Adderley Orchestra']
Africanism/Gimme Some Lovin',['Kongas']
Afrikaan Beat,['Bert Kaempfert And His Orchestra']
Afro Puffs,['The Lady Of Rage']
Afro-Strut,['The Nite-Liters']
"After 12, Before 6",['Sam Salter']
After All,['Al Jarreau']
"After All (Love Theme From ""Chances Are"")",['Cher & Peter Cetera']
After All This Time,['Merry Clayton']
After Dark,['Drake Featuring Static Major & Ty Dolla $ign']
After I Cry Tonight,['Lanier & Co.']
After Loving You,['Della Reese']
After Midnight,['Eric Clapton' 'J.J. Cale' 'Blink-182' 'Maggie Bell']
After Party,['Koffee Brown']
After The Dance,['Marvin Gaye']
After The Fall,['Journey']
After The Feeling Is Gone,['Five Flights Up']
After The Fire,['Roger Daltrey']
After The Fire Is Gone,['Conway Twitty & Loretta Lynn']
After The Glitter Fades,['Stevie Nicks']
After The Goldrush,['Prelude']
After The Love Has Gone,"['Earth, Wind & Fire']"
After The Lovin',['Engelbert Humperdinck']
After The Rain,['Nelson']
After The Summer's Gone,['PC Quest']
After You,['Dionne Warwick']
Afterglow,['Taylor Swift']
Afternoon Delight,['Starland Vocal Band']
Afternoons & Coffeespoons,['Crash Test Dummies']
Again,['Janet Jackson' 'Fetty Wap' 'Lenny Kravitz' 'Faith Evans']
Again And Again,['Jewel']
Again Tonight,['John Mellencamp']
Against All Odds (Take A Look At Me Now),['Phil Collins']
Against The Wind,['Bob Seger']
Age Ain't Nothing But A Number,['Aaliyah']
Agent Double-O-Soul,['Edwin Starr']
Ah! Leah!,['Donnie Iris']
"Ahab, The Arab",['Ray Stevens']
Ai No Corrida (I-No-Ko-ree-da),['Quincy Jones']
Ai Se Eu Te Pego,['Michel Telo']
Aiming At Your Heart,['The Temptations']
Ain't 2 Proud 2 Beg,['TLC']
Ain't Back Yet,['Kenny Chesney']
Ain't Doing Too Bad (Part 1),['Bobby Bland']
Ain't Even Done With The Night,['John Cougar']
Ain't Gonna Be That Way,['Marv Johnson']
Ain't Gonna Bump No More (with No Big Fat Woman),['Joe Tex']
Ain't Gonna Cry No More,['Brenda Lee']
Ain't Gonna Eat Out My Heart Anymore,['Angel']
Ain't Gonna Hurt Nobody,"[""Kid 'N Play""]"
Ain't Gonna Kiss Ya,['The Ribbons']
Ain't Gonna Lie,['Keith']
Ain't Gonna Rest (Till I Get You),['The Five Stairsteps']
Ain't Gonna Tell Anybody,['Jimmy Gilmer And The Fireballs']
Ain't Gonna' Hurt Nobody,['Brick']
Ain't Got No Home,['The Band']
Ain't Got No; I Got Life,['Nina Simone']
Ain't Got Time,['The Impressions']
Ain't I,['Yung L.A. Featuring Young Dro & T.I.']
Ain't It A Sad Thing,['R. Dean Taylor']
Ain't It A Shame,['Major Lance']
Ain't It Fun,['Paramore']
Ain't It Funky Now (Part 1),['James Brown']
Ain't It Funny,['Jennifer Lopez Featuring Ja Rule']
Ain't It The Truth,['Mary Wells']
Ain't It True,['Andy Williams']
"Ain't It, Baby",['The Miracles']
Ain't Leavin Without You,['Jaheim']
Ain't Love A Bitch,['Rod Stewart']
Ain't My Fault,['Zara Larsson']
Ain't No Future In Yo' Fronting,['M.C. Breed & D.F.C.']
Ain't No Love In The Heart Of The City,['Bobby Bland']
Ain't No Mountain High Enough,['Diana Ross' 'Marvin Gaye & Tammi Terrell']
Ain't No Nigga/Dead Presidents,['Jay-Z Featuring Foxxy Brown']
Ain't No Other Man,['Christina Aguilera']
Ain't No Playa,"[""Rappin' 4-Tay""]"
Ain't No Rest For The Wicked,['Cage The Elephant']
Ain't No Stoppin' Us Now,['McFadden & Whitehead']
Ain't No Stopping Us Now,['Kane Brown']
Ain't No Sunshine,['Kris Allen' 'Bill Withers']
Ain't No Telling,['Bobby Bland']
Ain't No Way,['Aretha Franklin']
Ain't No Way To Treat A Lady,['Helen Reddy']
Ain't No Woman (Like The One I've Got),['Four Tops']
Ain't Nobody,['Chaka Khan' 'Diana King']
"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",['LL Cool J']
Ain't Nobody Home,['B.B. King' 'Howard Tate']
Ain't Nobody Like You,['Miki Howard']
Ain't Nobody/Kissing You,['Faith Evans']
Ain't Nothin' But A House Party,['The Show Stoppers']
Ain't Nothin' Goin' On But The Rent,['Gwen Guthrie']
Ain't Nothing 'Bout You,['Brooks & Dunn']
Ain't Nothing Gonna Keep Me From You,['Teri DeSario']
Ain't Nothing Like The Real Thing,['Donny & Marie Osmond' 'Marvin Gaye & Tammi Terrell' 'Aretha Franklin']
Ain't Nothing Like The Real Thing/You're All I Need To Get By,['Chris Christian (with Amy Holland)']
Ain't Nothing You Can Do,['Bobby Bland']
Ain't Nuthin' But A She Thing,['Salt-N-Pepa']
Ain't Seen Love Like That,['Mr. Big']
Ain't She Sweet,['The Beatles']
Ain't So Easy,['David & David']
Ain't That A Groove (Part 1),['James Brown And The Famous Flames']
Ain't That A Shame,['Cheap Trick']
Ain't That A Shame!,['The 4 Seasons']
Ain't That Enough For You,['John Davis And The Monster Orchestra']
Ain't That Just Like A Woman,['Fats Domino']
Ain't That Just Like Me,['The Searchers']
Ain't That Just The Way,['Lutricia McNeal']
Ain't That Love,['Four Tops']
Ain't That Loving You,['Bobby Bland']
Ain't That Loving You (For More Reasons Than One),['Luther Ingram' 'Isaac Hayes & David Porter']
Ain't That Loving You Baby,['Elvis Presley']
Ain't That Peculiar,['Marvin Gaye' 'Diamond Reo' 'Fanny']
Ain't Too Proud To Beg,['The Temptations' 'The Rolling Stones' 'Rick Astley']
Ain't Understanding Mellow,['Jerry Butler & Brenda Lee Eager']
Ain't Wastin' Time No More,['The Allman Brothers Band']
Ain't Worried About Nothin,['French Montana']
Ain't Worth The Whiskey,['Cole Swindell']
Ain't Your Mama,['Jennifer Lopez']
Air Disaster,['Albert Hammond']
Air Force Ones,"['Nelly Featuring Kyjuan, Ali & Murphy Lee']"
Air Travel,['Ray And Bob']
Airplane Song (My Airplane),['The Royal Guardsmen']
Airplanes,['B.o.B Featuring Hayley Williams']
Airport Love Theme (Gwen And Vern),['Vincent Bell']
Ajax Airlines,['Hudson and Landry']
Ajax Liquor Store,['Hudson and Landry']
Al Di La,['Connie Francis']
Al Di La',['Emilio Pericoli']
Al's Place,"[""Al (He's the King) Hirt""]"
Al-Di-La,['The Ray Charles Singers']
Alabam,['Cowboy Copas' 'Pat Boone']
Alabama Getaway,['Grateful Dead']
Alabama Wild Man,['Jerry Reed']
Aladdin,['Bobby Curtola']
Albert Flasher/Broken,['The Guess Who']
Album Of The Year (Freestyle),['J. Cole']
Alcohol,['Brad Paisley']
Alejandro,['Lady Gaga']
Alfie,['Cher' 'Dionne Warwick' 'Eivets Rednow' 'Cilla Black']
Alibis,['Sergio Mendes' 'Tracy Lawrence']
Alice,['Avril Lavigne']
Alice In Wonderland,['Neil Sedaka']
Alice Long (You're Still My Favorite Girlfriend),['Tommy Boyce & Bobby Hart']
Alice's Rock & Roll Restaurant,['Arlo Guthrie']
Alien,['Atlanta Rhythm Section']
Alimony,['Frankie Ford']
Alive,['P.O.D.' 'Sia' 'Bee Gees' 'Krewella']
Alive & Kicking,['Simple Minds']
Alive Again,['Chicago']
All,['James Darren']
All 4 Love,['Color Me Badd']
All About It,['Hoodie Allen Featuring Ed Sheeran']
All About My Girl,['Jimmy McGriff']
All About Soul,['Billy Joel']
All About That Bass,['Meghan Trainor']
All About Tonight,['Blake Shelton']
All About You,['Pretty In Pink']
All Alone Am I,['Brenda Lee']
"All Alone On Christmas (From ""Home Alone 2"")",['Darlene Love']
All Along,['Blessid Union Of Souls']
All Along The Watchtower,['The Jimi Hendrix Experience']
All American Girls,['Sister Sledge']
All Around Me,['Flyleaf']
All Around The World,['Justin Bieber Featuring Ludacris' 'Lisa Stansfield']
All Bad,['Justin Bieber']
All Because Of You,['Marques Houston Featuring Young Rome']
All By Myself,['Celine Dion' 'Eric Carmen' 'Glee Cast']
All Cried Out,"['Allure Featuring 112'
 'Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou'
 ""Denine With Collage's Adam Marano"" 'Dusty Springfield']"
All Da Smoke,['Future & Young Thug']
All Dat,['Moneybagg Yo X Megan Thee Stallon']
All Day,"['Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney']"
All Day And All Of The Night,['The Kinks']
All Day Long,['Chance The Rapper Featuring John Legend']
All Day Music,['War']
All Eyes On You,['Meek Mill Featuring Chris Brown & Nicki Minaj']
All Eyez,['The Game Featuring Jeremih']
All Eyez On Me,['Monica']
All Fall Down,['Five Star']
All Falls Down,['Kanye West Featuring Syleena Johnson']
All Fired Up,['Pat Benatar']
All For Love,['Bryan Adams/Rod Stewart/Sting']
All For One,['High School Musical 2 Cast']
All For You,['Janet' 'Sister Hazel']
All Girls Are The Same,['Juice WRLD']
All God's Children Got Soul,['Dorothy Morrison']
All Gold Everything,['Trinidad James']
All Good Things (Come To An End),['Nelly Furtado']
All Good?,['De La Soul Featuring Chaka Khan']
All Grown Up,['The Crystals']
All His Children,['Charley Pride with Henry Mancini']
All I Ask,['Adele']
All I Ask For Anymore,['Trace Adkins']
All I Could Do Was Cry,['Etta James']
All I Do,"[""Somethin' For The People""]"
All I Do Is Think Of You,['Troop']
All I Do Is Win,"['DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross']"
All I Ever Need Is You,['Sonny & Cher']
All I Ever Wanted,['Chuck Wicks' 'Kelly Clarkson']
All I Have,['Jennifer Lopez Featuring LL Cool J' 'The Moments']
All I Have To Do Is Dream,"['Richard Chamberlain' 'The Everly Brothers'
 'Bobbie Gentry & Glen Campbell' 'Andy Gibb & Victoria Principal']"
All I Have To Give,['Backstreet Boys']
All I Have To Offer You (Is Me),['Charley Pride']
All I Know,['The Weeknd Featuring Future' 'Garfunkel']
All I Know Is The Way I Feel,['The Pointer Sisters']
All I Need,"['Jack Wagner' 'The Temptations'
 'Fat Joe Featuring Tony Sunshine & Armageddon']"
All I Need Is A Miracle,['Mike + The Mechanics']
All I Need Is Time,['Gladys Knight And The Pips']
All I Need Is You,['Blue Train']
All I Need To Know,['Bette Midler']
All I Really Want To Do,['Cher' 'The Byrds']
All I See,['A+']
All I See Is You,['Dusty Springfield']
All I See Is Your Face,['Dan Hill']
All I Wanna Do,['Sheryl Crow']
All I Wanna Do Is Make Love To You,['Heart']
All I Want,['Toad The Wet Sprocket' 'Susanna Hoffs' 'Howard Jones']
"All I Want (From ""GOOD Burger"")",['702']
All I Want For Christmas Is You,['Mariah Carey' 'Michael Buble']
All I Want For Christmas Is You (SuperFestive!),['Justin Bieber Duet With Mariah Carey']
All I Want Is You,['Miguel Featuring J. Cole' 'Carly Simon' 'U2']
All I Want To Do,['Sugarland']
All I Wanted,['Kansas']
All I'm Missing Is You,"['Glenn Medeiros Featuring Ray Parker, Jr.']"
All In Love Is Fair,['Barbra Streisand']
All In My Head (Flex),['Fifth Harmony Featuring Fetty Wap']
All In My Mind,['Maxine Brown']
All Jacked Up,['Gretchen Wilson']
All Kinds Of Kinds,['Miranda Lambert']
All Lips N' Hips,['Electric Boys']
All Me,['Drake Featuring 2 Chainz & Big Sean']
All Mine,['Kanye West']
All My Friends,['21 Savage']
All My Friends Say,['Luke Bryan']
All My Hard Times,['Joe Simon']
All My Life,"['K-Ci & JoJo' 'Linda Ronstadt (Featuring Aaron Neville)' 'Foo Fighters'
 'Kenny Rogers']"
All My Love,['Queen Pen Featuring Eric Williams']
All My Loving,['The Beatles' 'The Hollyridge Strings']
All My Trials,['Dick and DeeDee' 'Ray Stevens']
All N My Grill,"['Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole']"
All Night,['Beyonce']
All Night Long,"['Faith Evans Featuring Puff Daddy' 'Joe Walsh' 'Billy Squier'
 'Sandy Nelson']"
All Night Long (All Night),['Lionel Richie']
All Night Thing,"[""The Invisible Man's Band""]"
All Night With Me,['Laura Branigan']
All Nite,['Entouch Featuring Keith Sweat']
All Of Everything,['Frankie Avalon']
All Of Me,['John Legend']
All Of Me For All Of You,['9.9']
All Of My Days,['Changing Faces (Featuring Jay-Z)']
All Of My Life,['Lesley Gore']
All Of My Love,['Bobby Caldwell']
All Of The Lights,['Kanye West']
All Of You,['Julio Iglesias & Diana Ross']
All On Me,['Devin Dawson']
All Or Nothing,"['Milli Vanilli' 'O-Town' 'Patti LaBelle And The Blue Belles'
 'Theory Of A Deadman']"
All Our Tomorrows,['Eddie Schwartz']
All Out Of Love,['Air Supply']
All Over Again,['Johnny Cash']
All Over Me,['Josh Turner']
All Over The Road,['Easton Corbin']
All Over The World,['Electric Light Orchestra' 'Nat King Cole']
All Right,['Christopher Cross']
All Right Now,['Free' 'Rod Stewart' 'Pepsi & Shirlie' 'Lea Roberts']
All Roads (Lead Back To You),['Donny Most']
All She Wants Is,['Duran Duran']
All She Wants to Do Is Dance,['Don Henley']
All She Wrote,['Firehouse']
All Shook Up,['Suzi Quatro']
"All Shook Up (From ""Honeymoon In Vegas"")",['Billy Joel']
All Star,['Smash Mouth']
